name,gender,status,affiliation,faction,role,weapon,emotion,mission_count,location,rank,loyalty
Anton,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Katana,grieving,2,Yakuza Syndicate,4,5
Winston Scott,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Knife,focused,0,Casablanca,10,7
Thomas Sadzik,Male,Excommunicated,The Desert,The Desert,Sniper,Katana,focused,1,Casablanca,2,1
Ekaterina,Female,Deceased,Ruska Roma,Ruska Roma,Scout,Knife,grieving,5,Ruska Roma,1,2
Eli,Male,Excommunicated,The Desert,The Desert,Sniper,Bare Hands,strategic,5,The Desert,1,2
Gianna D'Antonio,Female,Alive,Casablanca,Casablanca,Scout,Katana,grieving,3,Ruska Roma,2,5
Yen,Female,Alive,Continental NYC,Continental NYC,Scout,Knife,strategic,1,Tarkov Brotherhood,8,1
Camille,Female,Excommunicated,Casablanca,Casablanca,Doctor,Knife,focused,3,Continental NYC,10,4
Otto,Male,Excommunicated,Ruska Roma,Ruska Roma,Information Broker,Katana,calm,2,High Table Vault,6,6
Felix,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Information Broker,Pistol,calm,1,Continental NYC,1,2
Young Charon O'Connor,Male,Alive,The Desert,The Desert,Assassin,Shotgun,grieving,2,Continental NYC,8,6
Sasha,Female,Excommunicated,Continental NYC,Continental NYC,Manager,Knife,furious,2,High Table Vault,7,9
Caine,Male,Excommunicated,Berlin,Berlin,Doctor,Poison,nervous,4,Berlin,9,5
Cassian,Male,Deceased,The Desert,The Desert,Assassin,Katana,cold,1,Casablanca,4,3
Gianna D'Antonio,Female,Alive,Casablanca,Casablanca,Information Broker,Bare Hands,grieving,4,Continental NYC,5,7
Semyon,Male,Deceased,The Desert,The Desert,Scout,Shotgun,vengeful,5,Casablanca,3,9
Aurelio,Male,Alive,Continental NYC,Continental NYC,Manager,Poison,cold,5,Bowery Network,2,1
Tatarkov,Male,Alive,Bowery Network,Bowery Network,Sniper,Bare Hands,nervous,4,High Table,8,6
Killa Harkan,Male,Deceased,High Table,High Table,Cleaner,Pistol,cold,0,Yakuza Syndicate,7,9
Mikhail Jovonovich,Male,Alive,High Table Vault,High Table Vault,Courier,Explosives,vengeful,5,Continental NYC,6,3
Tarak,Male,Deceased,High Table Vault,High Table Vault,Manager,Bare Hands,vengeful,5,Bowery Network,7,8
Luca,Male,Deceased,High Table Vault,High Table Vault,Courier,Rifle,nervous,4,High Table Vault,4,5
Yegor,Male,Deceased,Continental Osaka,Continental Osaka,Cleaner,Shotgun,focused,1,Ruska Roma,2,4
Yen,Female,Excommunicated,Continental NYC,Continental NYC,Manager,Rifle,nervous,4,Bowery Network,8,9
Rufus,Male,Excommunicated,Bowery Network,Bowery Network,Doctor,Knife,cold,1,High Table,9,9
The Elder,Male,Deceased,Continental Osaka,Continental Osaka,Assassin,Shotgun,strategic,4,The Desert,4,8
The Cook,Male,Alive,Berlin,Berlin,Manager,Rifle,vengeful,3,Berlin,6,2
Charlie,Male,Alive,High Table,High Table,Assassin,Katana,focused,1,Continental Osaka,5,6
Karl,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Sniper,Pistol,grieving,4,Ruska Roma,10,8
Katia Jovonovich,Female,Deceased,Continental Osaka,Continental Osaka,Assassin,Shotgun,strategic,4,Yakuza Syndicate,10,5
Boris,Male,Alive,High Table,High Table,Cleaner,Poison,calm,0,Berlin,3,5
Gretel,Male,Alive,Continental NYC,Continental NYC,Assassin,Katana,cold,5,Continental NYC,3,4
Karl,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Courier,Explosives,nervous,5,Ruska Roma,10,9
Mayhew,Male,Excommunicated,Casablanca,Casablanca,Doctor,Katana,grieving,4,Berlin,10,4
Marquis Vincent Bisset de Gramont,Male,Deceased,Berlin,Berlin,Sniper,Pistol,calm,0,Casablanca,7,10
The Doctor,Male,Excommunicated,Berlin,Berlin,Scout,Knife,strategic,5,Yakuza Syndicate,3,9
Lark,Male,Deceased,Ruska Roma,Ruska Roma,Manager,Katana,focused,3,Casablanca,8,9
Francis,Male,Deceased,High Table Vault,High Table Vault,Scout,Bare Hands,furious,3,Casablanca,9,3
Hansel,Male,Deceased,Ruska Roma,Ruska Roma,Information Broker,Katana,furious,3,High Table Vault,5,10
O'Connor,Male,Deceased,Continental Osaka,Continental Osaka,Doctor,Shotgun,furious,2,Casablanca,3,8
Young Winston Scott,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Poison,cold,2,Continental Osaka,6,6
Tarak,Male,Excommunicated,High Table Vault,High Table Vault,Manager,Shotgun,strategic,0,Continental Osaka,5,5
O'Connor,Male,Excommunicated,Continental Osaka,Continental Osaka,Courier,Bare Hands,strategic,2,Bowery Network,8,6
Ares,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Shotgun,furious,3,Yakuza Syndicate,6,8
Thomas Sadzik,Male,Alive,The Desert,The Desert,Information Broker,Knife,vengeful,4,High Table Vault,7,10
The Priest,Male,Alive,Bowery Network,Bowery Network,Information Broker,Knife,vengeful,3,Yakuza Syndicate,9,8
Cormac O'Connor,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Doctor,Pistol,calm,3,Berlin,3,1
Yuri,Male,Alive,Ruska Roma,Ruska Roma,Doctor,Shotgun,grieving,2,Tarkov Brotherhood,3,2
Rufus,Male,Deceased,Bowery Network,Bowery Network,Manager,Knife,strategic,2,High Table Vault,6,8
Petrov,Male,Excommunicated,Berlin,Berlin,Cleaner,Poison,calm,3,Berlin,6,7
Ekaterina,Female,Deceased,Ruska Roma,Ruska Roma,Doctor,Knife,vengeful,5,Tarkov Brotherhood,3,3
Camille,Female,Deceased,Casablanca,Casablanca,Doctor,Knife,focused,1,Tarkov Brotherhood,8,6
Helen Wick,Female,Deceased,High Table Vault,High Table Vault,Doctor,Poison,cold,1,Bowery Network,1,10
The Priest,Male,Excommunicated,Bowery Network,Bowery Network,Doctor,Pistol,vengeful,4,Continental Osaka,2,4
The Chancellor,Male,Deceased,Casablanca,Casablanca,Scout,Knife,focused,4,Tarkov Brotherhood,2,1
Prudence,Male,Excommunicated,Casablanca,Casablanca,Assassin,Katana,calm,3,High Table Vault,2,6
Lark,Male,Deceased,Ruska Roma,Ruska Roma,Doctor,Knife,vengeful,4,Ruska Roma,8,10
Francis,Male,Excommunicated,High Table Vault,High Table Vault,Sniper,Poison,furious,1,Continental Osaka,6,2
The Priest,Male,Deceased,Bowery Network,Bowery Network,Sniper,Knife,focused,3,High Table Vault,2,10
Cormac O'Connor,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Bare Hands,cold,1,Tarkov Brotherhood,6,6
Silas,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Manager,Pistol,vengeful,2,Yakuza Syndicate,8,4
The Cook,Male,Excommunicated,Berlin,Berlin,Courier,Poison,strategic,5,Continental Osaka,5,5
Young Charon O'Connor,Male,Deceased,The Desert,The Desert,Assassin,Knife,furious,2,Tarkov Brotherhood,5,3
Iosef Tarasov,Male,Deceased,Berlin,Berlin,Scout,Pistol,vengeful,4,The Desert,9,9
Charon O'Connor,Male,Excommunicated,High Table Vault,High Table Vault,Scout,Bare Hands,cold,4,Tarkov Brotherhood,6,7
Ares,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Rifle,strategic,1,Continental NYC,9,4
Marquis Vincent Bisset de Gramont,Male,Deceased,Berlin,Berlin,Scout,Bare Hands,strategic,2,Bowery Network,6,5
The Sculptor,Male,Excommunicated,Casablanca,Casablanca,Scout,Bare Hands,cold,4,Tarkov Brotherhood,9,8
Berrada,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Doctor,Knife,vengeful,2,Bowery Network,4,5
Ella Pine,Female,Deceased,Casablanca,Casablanca,Manager,Explosives,vengeful,3,Bowery Network,1,5
Katia Jovonovich,Female,Alive,Continental Osaka,Continental Osaka,Assassin,Knife,furious,3,Yakuza Syndicate,1,7
Anton,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Explosives,nervous,2,Continental Osaka,7,3
The Director,Female,Alive,Berlin,Berlin,Manager,Shotgun,cold,2,Bowery Network,4,10
Drago,Male,Alive,Continental Osaka,Continental Osaka,Scout,Poison,cold,2,Bowery Network,3,6
Berrada,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Manager,Poison,focused,2,The Desert,7,4
Mr. Nobody,Male,Excommunicated,Berlin,Berlin,Information Broker,Pistol,strategic,2,Continental NYC,8,9
The Sommelier,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Explosives,cold,1,The Desert,2,4
Daisy,Female,Deceased,Continental Osaka,Continental Osaka,Assassin,Shotgun,furious,2,Continental Osaka,8,9
Eli,Male,Alive,The Desert,The Desert,Doctor,Rifle,nervous,3,Bowery Network,7,3
The Tailor,Male,Deceased,Ruska Roma,Ruska Roma,Doctor,Pistol,strategic,0,Yakuza Syndicate,1,3
Ekaterina,Female,Excommunicated,Ruska Roma,Ruska Roma,Scout,Katana,calm,2,Yakuza Syndicate,2,7
Zero,Male,Alive,Berlin,Berlin,Scout,Katana,vengeful,1,Bowery Network,3,6
The Tailor,Male,Alive,Ruska Roma,Ruska Roma,Cleaner,Bare Hands,calm,2,High Table,2,4
The Elder,Male,Alive,Continental Osaka,Continental Osaka,Information Broker,Poison,calm,4,High Table,10,6
Winston Scott,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Poison,nervous,1,The Desert,9,8
Ares,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Knife,grieving,1,The Desert,8,3
Young Winston Scott,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Doctor,Shotgun,calm,4,High Table,2,8
Frankie Scott,Male,Excommunicated,High Table,High Table,Manager,Shotgun,furious,5,Casablanca,6,4
Felix,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Courier,Explosives,calm,0,Tarkov Brotherhood,9,6
Berrada,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Explosives,calm,1,High Table Vault,5,4
Jardani Jovonovich,Male,Excommunicated,Ruska Roma,Ruska Roma,Doctor,Pistol,focused,3,High Table Vault,5,9
Uncle Charlie,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Scout,Shotgun,focused,5,Yakuza Syndicate,5,3
Winston Scott,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Rifle,vengeful,2,Continental NYC,5,3
Ella Pine,Female,Alive,Casablanca,Casablanca,Doctor,Explosives,strategic,5,Bowery Network,5,10
Mykel,Male,Alive,High Table Vault,High Table Vault,Doctor,Katana,strategic,1,Tarkov Brotherhood,3,3
The Tailor,Male,Excommunicated,Ruska Roma,Ruska Roma,Sniper,Poison,calm,4,The Desert,2,8
Cormac O'Connor,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Manager,Rifle,vengeful,2,Continental Osaka,1,9
Yen,Female,Deceased,Continental NYC,Continental NYC,Assassin,Poison,focused,4,Tarkov Brotherhood,7,9
Marcus,Male,Deceased,Berlin,Berlin,Doctor,Pistol,focused,2,Bowery Network,3,3
Karl,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Assassin,Rifle,nervous,1,Berlin,7,9
The Doctor,Male,Deceased,Berlin,Berlin,Courier,Bare Hands,grieving,5,Casablanca,1,1
Charon O'Connor,Male,Deceased,High Table Vault,High Table Vault,Courier,Explosives,nervous,1,Tarkov Brotherhood,7,3
The Chancellor,Male,Excommunicated,Casablanca,Casablanca,Doctor,Bare Hands,strategic,0,Ruska Roma,10,6
Sofia Al-Azwar,Female,Excommunicated,High Table Vault,High Table Vault,Courier,Poison,nervous,2,Continental NYC,6,6
Akira Shimazu,Female,Excommunicated,High Table Vault,High Table Vault,Information Broker,Bare Hands,calm,0,Yakuza Syndicate,10,5
Ares,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Bare Hands,focused,1,Ruska Roma,8,2
Mikhail Jovonovich,Male,Alive,High Table Vault,High Table Vault,Manager,Knife,grieving,0,Bowery Network,2,2
Luca,Male,Excommunicated,High Table Vault,High Table Vault,Manager,Pistol,nervous,2,Casablanca,3,1
Otto,Male,Deceased,Ruska Roma,Ruska Roma,Doctor,Explosives,grieving,0,Ruska Roma,7,8
Mykel,Male,Deceased,High Table Vault,High Table Vault,Cleaner,Shotgun,strategic,1,Casablanca,1,1
O'Connor,Male,Deceased,Continental Osaka,Continental Osaka,Doctor,Rifle,nervous,5,High Table,1,1
Marcus,Male,Deceased,Berlin,Berlin,Cleaner,Explosives,strategic,0,Ruska Roma,7,5
Uncle Pyotr Jovonovich,Male,Deceased,Berlin,Berlin,Scout,Explosives,vengeful,1,Bowery Network,10,9
The Elder,Male,Alive,Continental Osaka,Continental Osaka,Manager,Shotgun,calm,2,Yakuza Syndicate,1,4
Young Winston Scott,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Knife,vengeful,5,The Desert,3,1
The Sommelier,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Pistol,strategic,5,Tarkov Brotherhood,4,9
Viggo Tarasov,Male,Alive,Ruska Roma,Ruska Roma,Doctor,Knife,strategic,3,Continental NYC,3,7
Uncle Pyotr Jovonovich,Male,Alive,Berlin,Berlin,Cleaner,Pistol,vengeful,1,High Table,1,2
The Sculptor,Male,Excommunicated,Casablanca,Casablanca,Doctor,Rifle,calm,2,Tarkov Brotherhood,8,5
Shimazu Koji,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Manager,Shotgun,strategic,3,Tarkov Brotherhood,1,4
Orson,Male,Alive,High Table Vault,High Table Vault,Manager,Bare Hands,vengeful,2,Tarkov Brotherhood,9,9
Silas,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Scout,Poison,calm,4,Berlin,9,9
Yen,Female,Alive,Continental NYC,Continental NYC,Sniper,Katana,grieving,1,Yakuza Syndicate,6,1
The Harbinger,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Information Broker,Knife,grieving,4,Tarkov Brotherhood,10,8
Francis,Male,Alive,High Table Vault,High Table Vault,Scout,Explosives,calm,5,High Table,9,4
Otto,Male,Deceased,Ruska Roma,Ruska Roma,Sniper,Pistol,furious,5,Casablanca,7,8
Miles Burton,Male,Deceased,Berlin,Berlin,Sniper,Katana,grieving,4,Berlin,3,1
Sebastian,Male,Alive,Continental Osaka,Continental Osaka,Scout,Poison,cold,2,Continental Osaka,9,3
Dimitri,Male,Excommunicated,The Desert,The Desert,Scout,Pistol,nervous,4,Berlin,2,5
Mykel,Male,Deceased,High Table Vault,High Table Vault,Assassin,Poison,nervous,1,Yakuza Syndicate,9,7
Mykel,Male,Alive,High Table Vault,High Table Vault,Information Broker,Bare Hands,grieving,0,Ruska Roma,4,7
Marquis Vincent Bisset de Gramont,Male,Excommunicated,Berlin,Berlin,Sniper,Pistol,calm,4,Tarkov Brotherhood,9,7
The Russian,Male,Deceased,Continental Osaka,Continental Osaka,Courier,Pistol,focused,4,High Table Vault,5,4
Luca,Male,Alive,High Table Vault,High Table Vault,Cleaner,Rifle,nervous,5,Tarkov Brotherhood,6,5
Ms. Perkins,Female,Deceased,Yakuza Syndicate,Yakuza Syndicate,Information Broker,Katana,cold,0,Tarkov Brotherhood,3,10
Gregor,Male,Deceased,Ruska Roma,Ruska Roma,Information Broker,Explosives,vengeful,2,Berlin,10,4
The Russian,Male,Deceased,Continental Osaka,Continental Osaka,Information Broker,Shotgun,vengeful,5,Berlin,3,3
Shimazu Koji,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Katana,cold,5,Tarkov Brotherhood,5,5
Victor,Male,Deceased,The Desert,The Desert,Scout,Pistol,calm,1,Continental Osaka,5,8
Hansel,Male,Excommunicated,Ruska Roma,Ruska Roma,Manager,Shotgun,strategic,4,Berlin,6,4
Katia Jovonovich,Female,Deceased,Continental Osaka,Continental Osaka,Information Broker,Knife,vengeful,1,Continental Osaka,10,8
Otto,Male,Excommunicated,Ruska Roma,Ruska Roma,Manager,Poison,vengeful,4,Casablanca,7,10
Eli,Male,Excommunicated,The Desert,The Desert,Doctor,Shotgun,furious,3,High Table,8,10
Helen Wick,Female,Excommunicated,High Table Vault,High Table Vault,Cleaner,Katana,cold,2,Continental Osaka,1,8
The Chancellor,Male,Deceased,Casablanca,Casablanca,Doctor,Rifle,strategic,0,Ruska Roma,10,3
The Adjudicator,Female,Alive,Ruska Roma,Ruska Roma,Information Broker,Rifle,cold,5,The Desert,7,7
Daniel Pine,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Rifle,vengeful,5,Ruska Roma,5,3
The Russian,Male,Deceased,Continental Osaka,Continental Osaka,Information Broker,Bare Hands,strategic,1,High Table,9,6
Sasha,Female,Deceased,Continental NYC,Continental NYC,Assassin,Poison,cold,3,Continental NYC,10,3
Aurelio,Male,Alive,Continental NYC,Continental NYC,Information Broker,Bare Hands,strategic,5,High Table Vault,3,9
Luca,Male,Alive,High Table Vault,High Table Vault,Courier,Poison,furious,1,Tarkov Brotherhood,2,9
Cormac O'Connor,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Pistol,vengeful,3,High Table Vault,3,7
Zarina,Female,Deceased,The Desert,The Desert,Sniper,Katana,grieving,4,Casablanca,4,1
Orson,Male,Alive,High Table Vault,High Table Vault,Information Broker,Knife,furious,3,Yakuza Syndicate,4,3
Gianna D'Antonio,Female,Deceased,Casablanca,Casablanca,Cleaner,Katana,focused,3,Continental NYC,9,5
Gregor,Male,Excommunicated,Ruska Roma,Ruska Roma,Scout,Bare Hands,cold,0,The Desert,4,10
The Adjudicator,Female,Excommunicated,Ruska Roma,Ruska Roma,Scout,Poison,nervous,3,Continental NYC,7,4
Cassian,Male,Excommunicated,The Desert,The Desert,Doctor,Rifle,focused,2,Casablanca,7,3
The Russian,Male,Alive,Continental Osaka,Continental Osaka,Cleaner,Poison,grieving,1,High Table,5,2
Rasha,Male,Alive,High Table Vault,High Table Vault,Assassin,Pistol,focused,0,High Table Vault,9,5
Mr. Nobody,Male,Alive,Berlin,Berlin,Manager,Poison,nervous,1,Casablanca,5,8
Tatiana,Female,Deceased,Berlin,Berlin,Courier,Rifle,furious,2,Tarkov Brotherhood,10,9
Tatiana,Female,Excommunicated,Berlin,Berlin,Sniper,Bare Hands,focused,0,Ruska Roma,4,10
Jardani Jovonovich,Male,Alive,Ruska Roma,Ruska Roma,Doctor,Knife,calm,2,Casablanca,10,5
Cassian,Male,Deceased,The Desert,The Desert,Courier,Katana,strategic,2,Berlin,6,3
Silas,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Manager,Poison,nervous,2,Tarkov Brotherhood,3,3
Ares,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Rifle,focused,1,The Desert,9,10
The Russian,Male,Excommunicated,Continental Osaka,Continental Osaka,Doctor,Pistol,nervous,3,Ruska Roma,3,5
Mykel,Male,Deceased,High Table Vault,High Table Vault,Information Broker,Explosives,strategic,1,Ruska Roma,10,1
Orson,Male,Excommunicated,High Table Vault,High Table Vault,Courier,Poison,focused,1,Berlin,1,6
Sofia Al-Azwar,Female,Deceased,High Table Vault,High Table Vault,Information Broker,Shotgun,furious,2,Tarkov Brotherhood,2,6
Anton,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Bare Hands,calm,4,Yakuza Syndicate,4,7
Otto,Male,Alive,Ruska Roma,Ruska Roma,Doctor,Pistol,calm,0,The Desert,8,7
Marquis Vincent Bisset de Gramont,Male,Deceased,Berlin,Berlin,Manager,Shotgun,vengeful,1,Yakuza Syndicate,10,10
Berrada,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Rifle,calm,1,Tarkov Brotherhood,2,5
Tatarkov,Male,Excommunicated,Bowery Network,Bowery Network,Assassin,Poison,cold,4,Tarkov Brotherhood,10,2
Tatiana,Female,Excommunicated,Berlin,Berlin,Assassin,Rifle,focused,4,High Table,5,8
Berrada,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Katana,cold,4,Continental NYC,5,1
Gregor,Male,Deceased,Ruska Roma,Ruska Roma,Scout,Knife,cold,2,Continental NYC,9,6
The Elder,Male,Deceased,Continental Osaka,Continental Osaka,Courier,Bare Hands,vengeful,1,Casablanca,10,9
Ms. Perkins,Female,Alive,Yakuza Syndicate,Yakuza Syndicate,Doctor,Katana,vengeful,2,High Table Vault,2,3
Young Charon O'Connor,Male,Deceased,The Desert,The Desert,Sniper,Bare Hands,grieving,0,Yakuza Syndicate,3,3
The Harbinger,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Assassin,Explosives,focused,4,The Desert,6,7
Abraham,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Scout,Explosives,strategic,3,Bowery Network,2,5
Dimitri,Male,Excommunicated,The Desert,The Desert,Manager,Poison,focused,3,Ruska Roma,3,10
Orson,Male,Excommunicated,High Table Vault,High Table Vault,Doctor,Katana,cold,4,High Table,5,8
Zero,Male,Alive,Berlin,Berlin,Doctor,Rifle,furious,1,Tarkov Brotherhood,1,7
Uncle Charlie,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Scout,Shotgun,calm,3,High Table,3,10
Charlie,Male,Deceased,High Table,High Table,Courier,Poison,vengeful,3,Bowery Network,10,9
Marcus,Male,Alive,Berlin,Berlin,Courier,Pistol,grieving,1,Continental NYC,2,7
Eli,Male,Excommunicated,The Desert,The Desert,Sniper,Shotgun,nervous,4,Yakuza Syndicate,7,10
Mikhail Jovonovich,Male,Alive,High Table Vault,High Table Vault,Sniper,Bare Hands,grieving,3,Tarkov Brotherhood,4,8
Ares,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Manager,Knife,grieving,5,High Table Vault,6,8
Aurelio,Male,Excommunicated,Continental NYC,Continental NYC,Assassin,Shotgun,cold,3,Casablanca,7,9
Uncle Pyotr Jovonovich,Male,Excommunicated,Berlin,Berlin,Cleaner,Shotgun,calm,0,High Table,7,4
Rufus,Male,Alive,Bowery Network,Bowery Network,Assassin,Katana,furious,0,Bowery Network,9,6
Charon O'Connor,Male,Excommunicated,High Table Vault,High Table Vault,Scout,Pistol,cold,1,Casablanca,8,10
Anton,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Poison,strategic,0,High Table Vault,7,1
Tarak,Male,Alive,High Table Vault,High Table Vault,Doctor,Bare Hands,cold,0,Bowery Network,6,7
The Priest,Male,Alive,Bowery Network,Bowery Network,Cleaner,Poison,cold,1,Casablanca,5,6
Francis,Male,Excommunicated,High Table Vault,High Table Vault,Information Broker,Katana,vengeful,0,High Table,7,1
"Kate ""KD"" Di Silva",Female,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Cleaner,Shotgun,strategic,1,Continental NYC,6,4
Abraham,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Courier,Bare Hands,calm,4,Continental NYC,9,9
The Sommelier,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Doctor,Rifle,nervous,3,Ruska Roma,5,9
Hansel,Male,Deceased,Ruska Roma,Ruska Roma,Scout,Explosives,focused,2,The Desert,4,7
The Chancellor,Male,Deceased,Casablanca,Casablanca,Doctor,Pistol,nervous,3,Continental NYC,3,4
Silas,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Doctor,Pistol,calm,4,Continental NYC,6,1
Gregor,Male,Deceased,Ruska Roma,Ruska Roma,Sniper,Rifle,strategic,2,Tarkov Brotherhood,7,8
Silas,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Doctor,Explosives,vengeful,3,Continental NYC,6,4
Uncle Pyotr Jovonovich,Male,Alive,Berlin,Berlin,Doctor,Poison,furious,0,Casablanca,4,4
